season,md,home_team,away_team,home_goals,away_goals
2004/2005,17,Eintracht Trier,1. FC Saarbrücken,2,1
2004/2005,17,SpVgg Greuther Fürth,Alemannia Aachen,3,2
2004/2005,17,Energie Cottbus,Karlsruher SC,4,1
2004/2005,17,Wacker Burghausen,Eintracht Frankfurt,0,3
2004/2005,17,MSV Duisburg,1. FC Cologne,1,0
2004/2005,18,Eintracht Frankfurt,Alemannia Aachen,1,0
2004/2005,18,LR Ahlen,SpVgg Greuther Fürth,2,4
2004/2005,18,SpVgg Unterhaching,TSV 1860 Munich,1,1
2004/2005,18,Rot-Weiß Erfurt,1. FC Saarbrücken,0,1
2004/2005,18,Wacker Burghausen,Karlsruher SC,1,1
2004/2005,18,MSV Duisburg,1. FC Dynamo Dresden,4,2
2004/2005,18,Energie Cottbus,1. FC Cologne,3,5
2004/2005,18,Eintracht Trier,Rot-Weiß Oberhausen,2,2
2004/2005,18,Erzgebirge Aue,Rot-Weiss Essen,1,1
2004/2005,19,1. FC Cologne,Wacker Burghausen,8,1
2004/2005,19,Karlsruher SC,Eintracht Frankfurt,3,0
2004/2005,19,Alemannia Aachen,LR Ahlen,0,2
2004/2005,19,SpVgg Greuther Fürth,SpVgg Unterhaching,3,1
2004/2005,19,Rot-Weiß Oberhausen,Rot-Weiß Erfurt,4,3
2004/2005,19,1. FC Saarbrücken,MSV Duisburg,4,1
2004/2005,19,TSV 1860 Munich,Erzgebirge Aue,1,0
2004/2005,19,Rot-Weiss Essen,Eintracht Trier,2,2
2004/2005,19,1. FC Dynamo Dresden,Energie Cottbus,0,1
2004/2005,20,Wacker Burghausen,1. FC Dynamo Dresden,2,1
2004/2005,20,SpVgg Unterhaching,LR Ahlen,2,1
2004/2005,20,Rot-Weiß Erfurt,Rot-Weiss Essen,1,1
2004/2005,20,Eintracht Trier,TSV 1860 Munich,2,2
2004/2005,20,Karlsruher SC,Alemannia Aachen,0,1
2004/2005,20,Eintracht Frankfurt,1. FC Cologne,1,0
2004/2005,20,Energie Cottbus,1. FC Saarbrücken,1,1
2004/2005,20,MSV Duisburg,Rot-Weiß Oberhausen,4,1
2004/2005,20,Erzgebirge Aue,SpVgg Greuther Fürth,2,1
2004/2005,21,1. FC Dynamo Dresden,Eintracht Frankfurt,2,1
2004/2005,21,1. FC Saarbrücken,Wacker Burghausen,2,4
2004/2005,21,Rot-Weiss Essen,MSV Duisburg,1,0
2004/2005,21,TSV 1860 Munich,Rot-Weiß Erfurt,3,1
2004/2005,21,SpVgg Greuther Fürth,Eintracht Trier,3,3
2004/2005,21,LR Ahlen,Erzgebirge Aue,1,2
2004/2005,21,1. FC Cologne,Karlsruher SC,2,2
2004/2005,21,Rot-Weiß Oberhausen,Energie Cottbus,0,1
2004/2005,21,Alemannia Aachen,SpVgg Unterhaching,2,3
2004/2005,22,Energie Cottbus,Rot-Weiss Essen,0,0
2004/2005,22,Karlsruher SC,1. FC Dynamo Dresden,1,1
2004/2005,22,Eintracht Trier,LR Ahlen,2,0
2004/2005,22,1. FC Cologne,Alemannia Aachen,1,0
2004/2005,22,Wacker Burghausen,Rot-Weiß Oberhausen,2,2
2004/2005,22,Eintracht Frankfurt,1. FC Saarbrücken,3,0
2004/2005,22,Erzgebirge Aue,SpVgg Unterhaching,1,0
2004/2005,22,Rot-Weiß Erfurt,SpVgg Greuther Fürth,1,2
2004/2005,22,MSV Duisburg,TSV 1860 Munich,0,1
2004/2005,23,Rot-Weiss Essen,Wacker Burghausen,1,2
2004/2005,23,Alemannia Aachen,Erzgebirge Aue,1,5
2004/2005,23,1. FC Saarbrücken,Karlsruher SC,3,4
2004/2005,23,1. FC Dynamo Dresden,1. FC Cologne,2,1
2004/2005,23,SpVgg Greuther Fürth,MSV Duisburg,1,3
2004/2005,23,Rot-Weiß Oberhausen,Eintracht Frankfurt,0,3
2004/2005,23,SpVgg Unterhaching,Eintracht Trier,1,0
2004/2005,23,LR Ahlen,Rot-Weiß Erfurt,2,3
2004/2005,23,TSV 1860 Munich,Energie Cottbus,1,0
2004/2005,24,Eintracht Trier,Erzgebirge Aue,1,0
2004/2005,24,Energie Cottbus,SpVgg Greuther Fürth,2,0
2004/2005,24,1. FC Dynamo Dresden,Alemannia Aachen,2,0
2004/2005,24,Karlsruher SC,Rot-Weiß Oberhausen,3,0
2004/2005,24,Rot-Weiß Erfurt,SpVgg Unterhaching,0,2
2004/2005,24,MSV Duisburg,LR Ahlen,1,0
2004/2005,24,Wacker Burghausen,TSV 1860 Munich,0,3
2004/2005,24,Eintracht Frankfurt,Rot-Weiss Essen,1,0
2004/2005,24,1. FC Cologne,1. FC Saarbrücken,3,1
2004/2005,25,Erzgebirge Aue,Rot-Weiß Erfurt,3,2
2004/2005,25,Rot-Weiß Oberhausen,1. FC Cologne,0,3
2004/2005,25,SpVgg Greuther Fürth,Wacker Burghausen,1,1
2004/2005,25,TSV 1860 Munich,Eintracht Frankfurt,2,1
2004/2005,25,Rot-Weiss Essen,Karlsruher SC,2,1
2004/2005,25,Alemannia Aachen,Eintracht Trier,2,0
2004/2005,25,SpVgg Unterhaching,MSV Duisburg,0,1
2004/2005,25,LR Ahlen,Energie Cottbus,3,1
2004/2005,25,1. FC Saarbrücken,1. FC Dynamo Dresden,0,1
2004/2005,26,Eintracht Frankfurt,SpVgg Greuther Fürth,1,0
2004/2005,26,Rot-Weiß Erfurt,Eintracht Trier,3,0
2004/2005,26,MSV Duisburg,Erzgebirge Aue,1,1
2004/2005,26,Wacker Burghausen,LR Ahlen,1,0
2004/2005,26,1. FC Saarbrücken,Alemannia Aachen,1,2
2004/2005,26,Karlsruher SC,TSV 1860 Munich,1,1
2004/2005,26,1. FC Cologne,Rot-Weiss Essen,0,0
2004/2005,26,1. FC Dynamo Dresden,Rot-Weiß Oberhausen,3,1
2004/2005,26,Energie Cottbus,SpVgg Unterhaching,0,0
2004/2005,27,Rot-Weiss Essen,1. FC Dynamo Dresden,2,1
2004/2005,27,Erzgebirge Aue,Energie Cottbus,2,0
2004/2005,27,Alemannia Aachen,Rot-Weiß Erfurt,5,1
2004/2005,27,SpVgg Unterhaching,Wacker Burghausen,0,1
2004/2005,27,Rot-Weiß Oberhausen,1. FC Saarbrücken,3,0
2004/2005,27,TSV 1860 Munich,1. FC Cologne,0,0
2004/2005,27,SpVgg Greuther Fürth,Karlsruher SC,1,0
2004/2005,27,LR Ahlen,Eintracht Frankfurt,3,2
2004/2005,27,Eintracht Trier,MSV Duisburg,1,0
2004/2005,28,1. FC Cologne,SpVgg Greuther Fürth,3,2
2004/2005,28,Karlsruher SC,LR Ahlen,0,0
2004/2005,28,Wacker Burghausen,Erzgebirge Aue,2,2
2004/2005,28,MSV Duisburg,Rot-Weiß Erfurt,4,0
2004/2005,28,Eintracht Frankfurt,SpVgg Unterhaching,3,0
2004/2005,28,Energie Cottbus,Eintracht Trier,2,1
2004/2005,28,1. FC Saarbrücken,Rot-Weiss Essen,0,0
2004/2005,28,1. FC Dynamo Dresden,TSV 1860 Munich,0,4
2004/2005,28,Rot-Weiß Oberhausen,Alemannia Aachen,0,0
2004/2005,29,SpVgg Greuther Fürth,1. FC Dynamo Dresden,0,1
2004/2005,29,Alemannia Aachen,MSV Duisburg,0,0
2004/2005,29,Erzgebirge Aue,Eintracht Frankfurt,0,5
2004/2005,29,SpVgg Unterhaching,Karlsruher SC,2,0
2004/2005,29,LR Ahlen,1. FC Cologne,1,0
2004/2005,29,TSV 1860 Munich,1. FC Saarbrücken,1,1
2004/2005,29,Eintracht Trier,Wacker Burghausen,0,2
2004/2005,29,Rot-Weiss Essen,Rot-Weiß Oberhausen,2,2
2004/2005,29,Rot-Weiß Erfurt,Energie Cottbus,3,3
2004/2005,30,Rot-Weiß Oberhausen,TSV 1860 Munich,0,0
2004/2005,30,1. FC Cologne,SpVgg Unterhaching,1,0
2004/2005,30,1. FC Saarbrücken,SpVgg Greuther Fürth,2,1
2004/2005,30,1. FC Dynamo Dresden,LR Ahlen,3,1
2004/2005,30,Wacker Burghausen,Rot-Weiß Erfurt,0,2
2004/2005,30,Energie Cottbus,MSV Duisburg,1,0
2004/2005,30,Karlsruher SC,Erzgebirge Aue,0,1
2004/2005,30,Rot-Weiss Essen,Alemannia Aachen,0,2
2004/2005,30,Eintracht Frankfurt,Eintracht Trier,2,0
2004/2005,31,SpVgg Greuther Fürth,Rot-Weiß Oberhausen,3,2
2004/2005,31,SpVgg Unterhaching,1. FC Dynamo Dresden,1,0
2004/2005,31,Eintracht Trier,Karlsruher SC,0,2
2004/2005,31,LR Ahlen,1. FC Saarbrücken,2,3
2004/2005,31,TSV 1860 Munich,Rot-Weiss Essen,0,0
2004/2005,31,Alemannia Aachen,Energie Cottbus,4,0
2004/2005,31,MSV Duisburg,Wacker Burghausen,4,3
2004/2005,31,Rot-Weiß Erfurt,Eintracht Frankfurt,0,3
2004/2005,31,Erzgebirge Aue,1. FC Cologne,1,2
2004/2005,32,TSV 1860 Munich,Alemannia Aachen,3,0
2004/2005,32,Karlsruher SC,Rot-Weiß Erfurt,2,0
2004/2005,32,1. FC Cologne,Eintracht Trier,1,2
2004/2005,32,1. FC Dynamo Dresden,Erzgebirge Aue,1,0
2004/2005,32,1. FC Saarbrücken,SpVgg Unterhaching,0,1
2004/2005,32,Eintracht Frankfurt,MSV Duisburg,0,1
2004/2005,32,Rot-Weiß Oberhausen,LR Ahlen,2,2
2004/2005,32,Rot-Weiss Essen,SpVgg Greuther Fürth,0,2
2004/2005,32,Wacker Burghausen,Energie Cottbus,0,0
2004/2005,33,Wacker Burghausen,Alemannia Aachen,2,3
2004/2005,33,SpVgg Greuther Fürth,TSV 1860 Munich,2,3
2004/2005,33,LR Ahlen,Rot-Weiss Essen,3,1
2004/2005,33,SpVgg Unterhaching,Rot-Weiß Oberhausen,0,2
2004/2005,33,Erzgebirge Aue,1. FC Saarbrücken,2,0
2004/2005,33,Eintracht Trier,1. FC Dynamo Dresden,2,4
2004/2005,33,Rot-Weiß Erfurt,1. FC Cologne,0,1
2004/2005,33,MSV Duisburg,Karlsruher SC,1,4
2004/2005,33,Energie Cottbus,Eintracht Frankfurt,0,3
2004/2005,34,Rot-Weiß Oberhausen,Erzgebirge Aue,1,1
2004/2005,34,Rot-Weiss Essen,SpVgg Unterhaching,0,1
2004/2005,34,1. FC Saarbrücken,Eintracht Trier,1,1
2004/2005,34,Alemannia Aachen,SpVgg Greuther Fürth,0,1
2004/2005,34,1. FC Cologne,MSV Duisburg,4,0
2004/2005,34,Karlsruher SC,Energie Cottbus,3,2
2004/2005,34,Eintracht Frankfurt,Wacker Burghausen,3,0
2004/2005,34,1. FC Dynamo Dresden,Rot-Weiß Erfurt,2,1
2004/2005,34,TSV 1860 Munich,LR Ahlen,3,4
2005/2006,1,Energie Cottbus,Eintracht Braunschweig,2,1
2005/2006,1,1. FC Saarbrücken,VfL Bochum,0,4
2005/2006,1,Karlsruher SC,Sportfreunde Siegen,2,0
2005/2006,1,SpVgg Unterhaching,SC Paderborn 07,3,0
2005/2006,1,Erzgebirge Aue,Alemannia Aachen,2,1
2005/2006,1,Hansa Rostock,Kickers Offenbach,1,2
2005/2006,1,SC Freiburg,Wacker Burghausen,2,1
2005/2006,1,SpVgg Greuther Fürth,1. FC Dynamo Dresden,3,1
2005/2006,1,LR Ahlen,TSV 1860 Munich,1,2
2005/2006,2,TSV 1860 Munich,Hansa Rostock,4,1
2005/2006,2,VfL Bochum,Energie Cottbus,2,2
2005/2006,2,Wacker Burghausen,Erzgebirge Aue,1,1
2005/2006,2,Kickers Offenbach,SpVgg Greuther Fürth,2,1
2005/2006,2,Eintracht Braunschweig,LR Ahlen,3,1
2005/2006,2,Sportfreunde Siegen,SpVgg Unterhaching,4,0
2005/2006,2,1. FC Dynamo Dresden,SC Freiburg,2,0
2005/2006,2,Alemannia Aachen,Karlsruher SC,2,1
2005/2006,2,SC Paderborn 07,1. FC Saarbrücken,5,0
2005/2006,3,SpVgg Unterhaching,Alemannia Aachen,1,2
2005/2006,3,Karlsruher SC,Wacker Burghausen,0,1
2005/2006,3,1. FC Saarbrücken,Sportfreunde Siegen,0,3
2005/2006,3,Energie Cottbus,SC Paderborn 07,1,2
2005/2006,3,SC Freiburg,Erzgebirge Aue,2,0
2005/2006,3,SpVgg Greuther Fürth,TSV 1860 Munich,2,2
2005/2006,3,1. FC Dynamo Dresden,Kickers Offenbach,4,1
2005/2006,3,LR Ahlen,VfL Bochum,2,2
2005/2006,3,Hansa Rostock,Eintracht Braunschweig,2,3
2005/2006,4,Kickers Offenbach,SC Freiburg,2,1
2005/2006,4,Eintracht Braunschweig,SpVgg Greuther Fürth,3,0
2005/2006,4,SC Paderborn 07,LR Ahlen,1,0
2005/2006,4,Sportfreunde Siegen,Energie Cottbus,2,4
2005/2006,4,Alemannia Aachen,1. FC Saarbrücken,4,0
2005/2006,4,Wacker Burghausen,SpVgg Unterhaching,1,1
2005/2006,4,TSV 1860 Munich,1. FC Dynamo Dresden,1,2
2005/2006,4,VfL Bochum,Hansa Rostock,1,0
2005/2006,4,Erzgebirge Aue,Karlsruher SC,0,0
2005/2006,5,1. FC Saarbrücken,Wacker Burghausen,1,1
2005/2006,5,SpVgg Unterhaching,Erzgebirge Aue,1,1
2005/2006,5,Energie Cottbus,Alemannia Aachen,5,1
2005/2006,5,1. FC Dynamo Dresden,Eintracht Braunschweig,1,1
2005/2006,5,SpVgg Greuther Fürth,VfL Bochum,1,3
2005/2006,5,Hansa Rostock,SC Paderborn 07,2,0
2005/2006,5,LR Ahlen,Sportfreunde Siegen,0,1
2005/2006,5,SC Freiburg,Karlsruher SC,0,0
2005/2006,5,Kickers Offenbach,TSV 1860 Munich,2,5
2005/2006,6,Sportfreunde Siegen,Hansa Rostock,1,1
2005/2006,6,Eintracht Braunschweig,Kickers Offenbach,2,0
2005/2006,6,VfL Bochum,1. FC Dynamo Dresden,1,0
2005/2006,6,Wacker Burghausen,Energie Cottbus,0,1
2005/2006,6,SC Paderborn 07,SpVgg Greuther Fürth,1,2
2005/2006,6,Erzgebirge Aue,1. FC Saarbrücken,2,0
2005/2006,6,Karlsruher SC,SpVgg Unterhaching,1,0
2005/2006,6,TSV 1860 Munich,SC Freiburg,0,1
2005/2006,6,Alemannia Aachen,LR Ahlen,6,2
2005/2006,7,SC Freiburg,SpVgg Unterhaching,3,2
2005/2006,7,Hansa Rostock,Alemannia Aachen,1,0
2005/2006,7,SpVgg Greuther Fürth,Sportfreunde Siegen,1,0
2005/2006,7,1. FC Dynamo Dresden,SC Paderborn 07,0,2
2005/2006,7,1. FC Saarbrücken,Karlsruher SC,1,2
2005/2006,7,Energie Cottbus,Erzgebirge Aue,1,0
2005/2006,7,LR Ahlen,Wacker Burghausen,2,2
2005/2006,7,TSV 1860 Munich,Eintracht Braunschweig,1,0
2005/2006,7,Kickers Offenbach,VfL Bochum,0,0
2005/2006,8,Erzgebirge Aue,LR Ahlen,0,0
2005/2006,8,Eintracht Braunschweig,SC Freiburg,0,0
2005/2006,8,Karlsruher SC,Energie Cottbus,3,2
2005/2006,8,Wacker Burghausen,Hansa Rostock,1,1
2005/2006,8,VfL Bochum,TSV 1860 Munich,1,0
2005/2006,8,SpVgg Unterhaching,1. FC Saarbrücken,0,1
2005/2006,8,Sportfreunde Siegen,1. FC Dynamo Dresden,2,2
2005/2006,8,SC Paderborn 07,Kickers Offenbach,4,1
2005/2006,8,Alemannia Aachen,SpVgg Greuther Fürth,0,1
2005/2006,9,SpVgg Greuther Fürth,Wacker Burghausen,6,2
2005/2006,9,1. FC Dynamo Dresden,Alemannia Aachen,1,3
2005/2006,9,Hansa Rostock,Erzgebirge Aue,1,0
2005/2006,9,LR Ahlen,Karlsruher SC,2,2
2005/2006,9,SC Freiburg,1. FC Saarbrücken,3,1
2005/2006,9,Energie Cottbus,SpVgg Unterhaching,2,0
2005/2006,9,Eintracht Braunschweig,VfL Bochum,0,0
2005/2006,9,TSV 1860 Munich,SC Paderborn 07,1,0
2005/2006,9,Kickers Offenbach,Sportfreunde Siegen,1,1
2005/2006,10,Karlsruher SC,Hansa Rostock,1,0
2005/2006,10,Alemannia Aachen,Kickers Offenbach,0,1
2005/2006,10,SC Paderborn 07,Eintracht Braunschweig,3,0
2005/2006,10,VfL Bochum,SC Freiburg,4,0
2005/2006,10,Erzgebirge Aue,SpVgg Greuther Fürth,1,1
2005/2006,10,Wacker Burghausen,1. FC Dynamo Dresden,1,0
2005/2006,10,1. FC Saarbrücken,Energie Cottbus,1,3
2005/2006,10,SpVgg Unterhaching,LR Ahlen,2,0
2005/2006,10,Sportfreunde Siegen,TSV 1860 Munich,1,2
2005/2006,11,LR Ahlen,1. FC Saarbrücken,3,1
2005/2006,11,TSV 1860 Munich,Alemannia Aachen,0,0
2005/2006,11,SpVgg Greuther Fürth,Karlsruher SC,3,1
2005/2006,11,Kickers Offenbach,Wacker Burghausen,1,3
2005/2006,11,Hansa Rostock,SpVgg Unterhaching,4,2
2005/2006,11,SC Freiburg,Energie Cottbus,4,1
2005/2006,11,Eintracht Braunschweig,Sportfreunde Siegen,1,0
2005/2006,11,VfL Bochum,SC Paderborn 07,1,1
2005/2006,11,1. FC Dynamo Dresden,Erzgebirge Aue,1,4
2005/2006,12,Karlsruher SC,1. FC Dynamo Dresden,2,1
2005/2006,12,Sportfreunde Siegen,VfL Bochum,3,0
2005/2006,12,SC Paderborn 07,SC Freiburg,1,1
2005/2006,12,1. FC Saarbrücken,Hansa Rostock,1,2
2005/2006,12,SpVgg Unterhaching,SpVgg Greuther Fürth,4,1
2005/2006,12,Erzgebirge Aue,Kickers Offenbach,1,0
2005/2006,12,Alemannia Aachen,Eintracht Braunschweig,2,1
2005/2006,12,Wacker Burghausen,TSV 1860 Munich,1,0
2005/2006,12,Energie Cottbus,LR Ahlen,0,0
2005/2006,13,SC Paderborn 07,Sportfreunde Siegen,4,0
2005/2006,13,VfL Bochum,Alemannia Aachen,1,4
2005/2006,13,Eintracht Braunschweig,Wacker Burghausen,1,2
2005/2006,13,Kickers Offenbach,Karlsruher SC,1,3
2005/2006,13,TSV 1860 Munich,Erzgebirge Aue,1,1
2005/2006,13,1. FC Dynamo Dresden,SpVgg Unterhaching,2,3
2005/2006,13,SpVgg Greuther Fürth,1. FC Saarbrücken,0,0
2005/2006,13,Hansa Rostock,Energie Cottbus,0,0
2005/2006,13,SC Freiburg,LR Ahlen,3,0
2005/2006,14,Wacker Burghausen,VfL Bochum,0,4
2005/2006,14,SpVgg Unterhaching,Kickers Offenbach,2,0
2005/2006,14,Karlsruher SC,TSV 1860 Munich,1,2
2005/2006,14,Energie Cottbus,SpVgg Greuther Fürth,1,2
2005/2006,14,Sportfreunde Siegen,SC Freiburg,1,0
2005/2006,14,LR Ahlen,Hansa Rostock,1,3
2005/2006,14,1. FC Saarbrücken,1. FC Dynamo Dresden,5,1
2005/2006,14,Erzgebirge Aue,Eintracht Braunschweig,0,2
2005/2006,14,Alemannia Aachen,SC Paderborn 07,2,1
2005/2006,15,Kickers Offenbach,1. FC Saarbrücken,2,3
2005/2006,15,Sportfreunde Siegen,Alemannia Aachen,2,2
2005/2006,15,Eintracht Braunschweig,Karlsruher SC,1,0
2005/2006,15,SpVgg Greuther Fürth,LR Ahlen,2,0
2005/2006,15,SC Freiburg,Hansa Rostock,2,2
2005/2006,15,SC Paderborn 07,Wacker Burghausen,1,3
2005/2006,15,VfL Bochum,Erzgebirge Aue,1,0
2005/2006,15,TSV 1860 Munich,SpVgg Unterhaching,1,4
2005/2006,15,1. FC Dynamo Dresden,Energie Cottbus,1,1
2005/2006,16,LR Ahlen,1. FC Dynamo Dresden,0,0
2005/2006,16,Erzgebirge Aue,SC Paderborn 07,1,0
2005/2006,16,Energie Cottbus,Kickers Offenbach,1,2
2005/2006,16,SpVgg Unterhaching,Eintracht Braunschweig,1,0
2005/2006,16,Karlsruher SC,VfL Bochum,4,2
2005/2006,16,Wacker Burghausen,Sportfreunde Siegen,1,0
2005/2006,16,Hansa Rostock,SpVgg Greuther Fürth,1,2
2005/2006,16,1. FC Saarbrücken,TSV 1860 Munich,0,0
2005/2006,16,SC Freiburg,Alemannia Aachen,0,2
2005/2006,17,Sportfreunde Siegen,Erzgebirge Aue,0,1
2005/2006,17,Alemannia Aachen,Wacker Burghausen,2,0
2005/2006,17,SC Paderborn 07,Karlsruher SC,2,0
2005/2006,17,Kickers Offenbach,LR Ahlen,0,3
2005/2006,17,Eintracht Braunschweig,1. FC Saarbrücken,1,2
2005/2006,17,SpVgg Greuther Fürth,SC Freiburg,1,2
2005/2006,17,TSV 1860 Munich,Energie Cottbus,2,3
2005/2006,17,VfL Bochum,SpVgg Unterhaching,1,0
2005/2006,17,1. FC Dynamo Dresden,Hansa Rostock,1,0
2005/2006,18,1. FC Dynamo Dresden,SpVgg Greuther Fürth,1,2
2005/2006,18,Eintracht Braunschweig,Energie Cottbus,0,1
2005/2006,18,Kickers Offenbach,Hansa Rostock,1,3
2005/2006,18,VfL Bochum,1. FC Saarbrücken,3,0
2005/2006,18,Alemannia Aachen,Erzgebirge Aue,3,1
2005/2006,18,SC Paderborn 07,SpVgg Unterhaching,1,1
2005/2006,18,Sportfreunde Siegen,Karlsruher SC,0,0
2005/2006,18,TSV 1860 Munich,LR Ahlen,0,0
2005/2006,18,Wacker Burghausen,SC Freiburg,2,1
2005/2006,19,1. FC Saarbrücken,SC Paderborn 07,0,0
2005/2006,19,SpVgg Greuther Fürth,Kickers Offenbach,2,0
2005/2006,19,Hansa Rostock,TSV 1860 Munich,3,1
2005/2006,19,LR Ahlen,Eintracht Braunschweig,3,0
2005/2006,19,Energie Cottbus,VfL Bochum,0,1
2005/2006,19,SpVgg Unterhaching,Sportfreunde Siegen,2,1
2005/2006,19,Erzgebirge Aue,Wacker Burghausen,1,1
2005/2006,19,SC Freiburg,1. FC Dynamo Dresden,1,0
2005/2006,19,Karlsruher SC,Alemannia Aachen,2,1
2005/2006,20,Kickers Offenbach,1. FC Dynamo Dresden,0,0
2005/2006,20,TSV 1860 Munich,SpVgg Greuther Fürth,2,2
2005/2006,20,Alemannia Aachen,SpVgg Unterhaching,1,0
2005/2006,20,SC Paderborn 07,Energie Cottbus,0,0
2005/2006,20,Erzgebirge Aue,SC Freiburg,1,0
2005/2006,20,Wacker Burghausen,Karlsruher SC,1,1
2005/2006,20,Sportfreunde Siegen,1. FC Saarbrücken,0,4
2005/2006,20,VfL Bochum,LR Ahlen,3,0
2005/2006,20,Eintracht Braunschweig,Hansa Rostock,4,1
2005/2006,21,Energie Cottbus,Sportfreunde Siegen,1,0
2005/2006,21,LR Ahlen,SC Paderborn 07,0,2
2005/2006,21,SpVgg Greuther Fürth,Eintracht Braunschweig,0,1
2005/2006,21,SC Freiburg,Kickers Offenbach,2,0
2005/2006,21,SpVgg Unterhaching,Wacker Burghausen,1,1
2005/2006,21,Hansa Rostock,VfL Bochum,0,2
2005/2006,21,1. FC Saarbrücken,Alemannia Aachen,2,5
2005/2006,21,1. FC Dynamo Dresden,TSV 1860 Munich,2,0
2005/2006,21,Karlsruher SC,Erzgebirge Aue,5,2
2005/2006,22,Karlsruher SC,SC Freiburg,1,1
2005/2006,22,TSV 1860 Munich,Kickers Offenbach,1,1
2005/2006,22,Eintracht Braunschweig,1. FC Dynamo Dresden,1,0
2005/2006,22,SC Paderborn 07,Hansa Rostock,3,0
2005/2006,22,Wacker Burghausen,1. FC Saarbrücken,2,0
2005/2006,22,Erzgebirge Aue,SpVgg Unterhaching,0,1
2005/2006,22,VfL Bochum,SpVgg Greuther Fürth,1,1
2005/2006,22,Alemannia Aachen,Energie Cottbus,0,0
2005/2006,22,Sportfreunde Siegen,LR Ahlen,0,3
2005/2006,23,SpVgg Greuther Fürth,SC Paderborn 07,1,1
2005/2006,23,Hansa Rostock,Sportfreunde Siegen,2,0
2005/2006,23,SC Freiburg,TSV 1860 Munich,2,1
2005/2006,23,SpVgg Unterhaching,Karlsruher SC,4,1
2005/2006,23,Kickers Offenbach,Eintracht Braunschweig,2,0
2005/2006,23,1. FC Dynamo Dresden,VfL Bochum,0,0
2005/2006,23,LR Ahlen,Alemannia Aachen,0,2
2005/2006,23,Energie Cottbus,Wacker Burghausen,4,1
2005/2006,23,1. FC Saarbrücken,Erzgebirge Aue,1,1
2005/2006,24,SC Paderborn 07,1. FC Dynamo Dresden,0,2
2005/2006,24,Alemannia Aachen,Hansa Rostock,3,2
2005/2006,24,Wacker Burghausen,LR Ahlen,1,3
2005/2006,24,Karlsruher SC,1. FC Saarbrücken,2,1
2005/2006,24,Sportfreunde Siegen,SpVgg Greuther Fürth,1,3
2005/2006,24,VfL Bochum,Kickers Offenbach,0,1
2005/2006,24,Erzgebirge Aue,Energie Cottbus,2,2
2005/2006,24,Eintracht Braunschweig,TSV 1860 Munich,3,3
2005/2006,24,SpVgg Unterhaching,SC Freiburg,1,0
2005/2006,25,Kickers Offenbach,SC Paderborn 07,1,1
2005/2006,25,LR Ahlen,Erzgebirge Aue,3,1
2005/2006,25,SpVgg Greuther Fürth,Alemannia Aachen,0,0
2005/2006,25,TSV 1860 Munich,VfL Bochum,0,1
2005/2006,25,Hansa Rostock,Wacker Burghausen,1,0
2005/2006,25,Energie Cottbus,Karlsruher SC,0,0
2005/2006,25,SC Freiburg,Eintracht Braunschweig,1,0
2005/2006,25,1. FC Dynamo Dresden,Sportfreunde Siegen,1,0
2005/2006,25,1. FC Saarbrücken,SpVgg Unterhaching,5,3
2005/2006,26,Erzgebirge Aue,Hansa Rostock,2,1
2005/2006,26,Sportfreunde Siegen,Kickers Offenbach,1,1
2005/2006,26,Alemannia Aachen,1. FC Dynamo Dresden,2,0
2005/2006,26,Wacker Burghausen,SpVgg Greuther Fürth,2,2
2005/2006,26,1. FC Saarbrücken,SC Freiburg,2,1
2005/2006,26,Karlsruher SC,LR Ahlen,3,1
2005/2006,26,SpVgg Unterhaching,Energie Cottbus,0,2
2005/2006,26,VfL Bochum,Eintracht Braunschweig,4,0
2005/2006,26,SC Paderborn 07,TSV 1860 Munich,0,1
2005/2006,27,1. FC Dynamo Dresden,Wacker Burghausen,1,2
2005/2006,27,Kickers Offenbach,Alemannia Aachen,2,4
2005/2006,27,Eintracht Braunschweig,SC Paderborn 07,2,0
2005/2006,27,TSV 1860 Munich,Sportfreunde Siegen,3,0
2005/2006,27,Energie Cottbus,1. FC Saarbrücken,0,1
2005/2006,27,LR Ahlen,SpVgg Unterhaching,1,0
2005/2006,27,Hansa Rostock,Karlsruher SC,2,0
2005/2006,27,SpVgg Greuther Fürth,Erzgebirge Aue,1,3
2005/2006,27,SC Freiburg,VfL Bochum,0,0
2005/2006,28,Alemannia Aachen,TSV 1860 Munich,1,0
2005/2006,28,Erzgebirge Aue,1. FC Dynamo Dresden,2,0
2005/2006,28,Sportfreunde Siegen,Eintracht Braunschweig,4,1
2005/2006,28,1. FC Saarbrücken,LR Ahlen,1,0
2005/2006,28,Wacker Burghausen,Kickers Offenbach,0,2
2005/2006,28,Karlsruher SC,SpVgg Greuther Fürth,2,1
2005/2006,28,SC Paderborn 07,VfL Bochum,1,3
2005/2006,28,Energie Cottbus,SC Freiburg,2,1
2005/2006,28,SpVgg Unterhaching,Hansa Rostock,0,1
2005/2006,29,Kickers Offenbach,Erzgebirge Aue,2,1
2005/2006,29,1. FC Dynamo Dresden,Karlsruher SC,3,2
2005/2006,29,TSV 1860 Munich,Wacker Burghausen,1,1
2005/2006,29,SpVgg Greuther Fürth,SpVgg Unterhaching,2,0
2005/2006,29,Hansa Rostock,1. FC Saarbrücken,3,0
2005/2006,29,LR Ahlen,Energie Cottbus,0,1
2005/2006,29,SC Freiburg,SC Paderborn 07,1,0
2005/2006,29,VfL Bochum,Sportfreunde Siegen,3,1
