season,md,home_team,away_team,home_goals,away_goals
1972/1973,34,Bayern München,1. FC Cologne,1,1
1972/1973,34,SC Rot-Weiß Oberhausen,Kickers Offenbach,2,1
1972/1973,34,Borussia Mönchengladbach,VfB Stuttgart,3,4
1972/1973,34,SV Werder Bremen,VfL Bochum,5,2
1972/1973,34,Eintracht Frankfurt,MSV Duisburg,1,3
1972/1973,34,Wuppertaler SV,Hannover 96,0,4
1973/1974,1,Borussia Mönchengladbach,Fortuna Cologne,3,1
1973/1974,1,1. FC Cologne,Eintracht Frankfurt,1,1
1973/1974,1,MSV Duisburg,Hannover 96,1,1
1973/1974,1,VfL Bochum,Wuppertaler SV,2,1
1973/1974,1,Bayern München,Fortuna Düsseldorf,3,1
1973/1974,1,Hamburger SV,Hertha BSC,0,2
1973/1974,1,1. FC Kaiserslautern,SV Werder Bremen,2,2
1973/1974,1,Kickers Offenbach,Rot-Weiss Essen,1,1
1973/1974,1,VfB Stuttgart,FC Schalke 04,3,0
1973/1974,2,FC Schalke 04,VfL Bochum,3,1
1973/1974,2,Eintracht Frankfurt,MSV Duisburg,3,0
1973/1974,2,Hannover 96,1. FC Kaiserslautern,4,2
1973/1974,2,Fortuna Düsseldorf,1. FC Cologne,3,0
1973/1974,2,Wuppertaler SV,Hamburger SV,3,0
1973/1974,2,Rot-Weiss Essen,Borussia Mönchengladbach,2,6
1973/1974,2,Fortuna Cologne,Bayern München,0,3
1973/1974,2,SV Werder Bremen,VfB Stuttgart,1,1
1973/1974,2,Hertha BSC,Kickers Offenbach,2,2
1973/1974,3,VfL Bochum,SV Werder Bremen,0,0
1973/1974,3,Bayern München,Rot-Weiss Essen,2,0
1973/1974,3,Hamburger SV,FC Schalke 04,5,2
1973/1974,3,Fortuna Cologne,Fortuna Düsseldorf,1,1
1973/1974,3,VfB Stuttgart,Hannover 96,5,1
1973/1974,3,Borussia Mönchengladbach,Hertha BSC,1,1
1973/1974,3,Kickers Offenbach,Wuppertaler SV,0,1
1973/1974,3,MSV Duisburg,1. FC Cologne,5,1
1973/1974,3,1. FC Kaiserslautern,Eintracht Frankfurt,1,4
1973/1974,4,SV Werder Bremen,Hamburger SV,1,1
1973/1974,4,Rot-Weiss Essen,Fortuna Cologne,0,2
1973/1974,4,Wuppertaler SV,Borussia Mönchengladbach,2,4
1973/1974,4,Hertha BSC,Bayern München,2,2
1973/1974,4,FC Schalke 04,Kickers Offenbach,0,2
1973/1974,4,Hannover 96,VfL Bochum,1,2
1973/1974,4,Eintracht Frankfurt,VfB Stuttgart,4,3
1973/1974,4,1. FC Cologne,1. FC Kaiserslautern,3,1
1973/1974,4,Fortuna Düsseldorf,MSV Duisburg,2,1
1973/1974,5,Bayern München,Wuppertaler SV,3,0
1973/1974,5,Kickers Offenbach,SV Werder Bremen,4,0
1973/1974,5,Hamburger SV,Hannover 96,1,4
1973/1974,5,Borussia Mönchengladbach,FC Schalke 04,6,0
1973/1974,5,VfB Stuttgart,1. FC Cologne,2,1
1973/1974,5,Fortuna Cologne,Hertha BSC,3,3
1973/1974,5,Rot-Weiss Essen,Fortuna Düsseldorf,1,4
1973/1974,5,VfL Bochum,Eintracht Frankfurt,1,1
1973/1974,5,1. FC Kaiserslautern,MSV Duisburg,2,1
1973/1974,6,Wuppertaler SV,Fortuna Cologne,0,0
1973/1974,6,Hannover 96,Kickers Offenbach,2,3
1973/1974,6,MSV Duisburg,VfB Stuttgart,1,0
1973/1974,6,1. FC Cologne,VfL Bochum,2,2
1973/1974,6,FC Schalke 04,Bayern München,5,5
1973/1974,6,Hertha BSC,Rot-Weiss Essen,1,1
1973/1974,6,Fortuna Düsseldorf,1. FC Kaiserslautern,2,5
1973/1974,6,SV Werder Bremen,Borussia Mönchengladbach,2,3
1973/1974,6,Eintracht Frankfurt,Hamburger SV,1,0
1973/1974,7,Fortuna Cologne,FC Schalke 04,1,1
1973/1974,7,Kickers Offenbach,Eintracht Frankfurt,5,2
1973/1974,7,Rot-Weiss Essen,Wuppertaler SV,2,1
1973/1974,7,Bayern München,SV Werder Bremen,2,2
1973/1974,7,Hamburger SV,1. FC Cologne,3,1
1973/1974,7,Hertha BSC,Fortuna Düsseldorf,2,0
1973/1974,7,VfB Stuttgart,1. FC Kaiserslautern,3,4
1973/1974,7,Borussia Mönchengladbach,Hannover 96,4,3
1973/1974,7,VfL Bochum,MSV Duisburg,3,0
1973/1974,8,FC Schalke 04,Rot-Weiss Essen,3,1
1973/1974,8,Hannover 96,Bayern München,3,1
1973/1974,8,Eintracht Frankfurt,Borussia Mönchengladbach,1,0
1973/1974,8,SV Werder Bremen,Fortuna Cologne,2,0
1973/1974,8,Fortuna Düsseldorf,VfB Stuttgart,2,0
1973/1974,8,MSV Duisburg,Hamburger SV,0,0
1973/1974,8,Wuppertaler SV,Hertha BSC,2,1
1973/1974,8,1. FC Cologne,Kickers Offenbach,2,0
1973/1974,8,1. FC Kaiserslautern,VfL Bochum,0,2
1973/1974,9,Bayern München,Eintracht Frankfurt,2,2
1973/1974,9,Hamburger SV,1. FC Kaiserslautern,0,2
1973/1974,9,Rot-Weiss Essen,SV Werder Bremen,3,1
1973/1974,9,Wuppertaler SV,Fortuna Düsseldorf,2,2
1973/1974,9,VfL Bochum,VfB Stuttgart,0,0
1973/1974,9,Hertha BSC,FC Schalke 04,1,0
1973/1974,9,Kickers Offenbach,MSV Duisburg,2,0
1973/1974,9,Borussia Mönchengladbach,1. FC Cologne,1,1
1973/1974,9,Fortuna Cologne,Hannover 96,2,2
1973/1974,10,Fortuna Düsseldorf,VfL Bochum,1,1
1973/1974,10,SV Werder Bremen,Hertha BSC,4,1
1973/1974,10,1. FC Cologne,Bayern München,4,3
1973/1974,10,Hannover 96,Rot-Weiss Essen,1,2
1973/1974,10,VfB Stuttgart,Hamburger SV,3,0
1973/1974,10,1. FC Kaiserslautern,Kickers Offenbach,3,0
1973/1974,10,FC Schalke 04,Wuppertaler SV,4,2
1973/1974,10,MSV Duisburg,Borussia Mönchengladbach,1,2
1973/1974,10,Eintracht Frankfurt,Fortuna Cologne,4,2
1973/1974,11,Rot-Weiss Essen,Eintracht Frankfurt,6,3
1973/1974,11,Bayern München,MSV Duisburg,4,2
1973/1974,11,Fortuna Cologne,1. FC Cologne,0,2
1973/1974,11,Hamburger SV,VfL Bochum,5,0
1973/1974,11,Kickers Offenbach,VfB Stuttgart,2,1
1973/1974,11,Borussia Mönchengladbach,1. FC Kaiserslautern,2,2
1973/1974,11,FC Schalke 04,Fortuna Düsseldorf,4,2
1973/1974,11,Wuppertaler SV,SV Werder Bremen,4,1
1973/1974,11,Hertha BSC,Hannover 96,4,2
1973/1974,12,SV Werder Bremen,FC Schalke 04,2,1
1973/1974,12,Hannover 96,Wuppertaler SV,1,1
1973/1974,12,1. FC Cologne,Rot-Weiss Essen,3,2
1973/1974,12,VfB Stuttgart,Borussia Mönchengladbach,6,1
1973/1974,12,Eintracht Frankfurt,Hertha BSC,2,0
1973/1974,12,1. FC Kaiserslautern,Bayern München,7,4
1973/1974,12,Fortuna Düsseldorf,Hamburger SV,2,0
1973/1974,12,VfL Bochum,Kickers Offenbach,4,1
1973/1974,12,MSV Duisburg,Fortuna Cologne,1,3
1973/1974,13,Bayern München,VfB Stuttgart,3,0
1973/1974,13,FC Schalke 04,Hannover 96,3,1
1973/1974,13,Kickers Offenbach,Hamburger SV,2,5
1973/1974,13,SV Werder Bremen,Fortuna Düsseldorf,0,0
1973/1974,13,Hertha BSC,1. FC Cologne,2,2
1973/1974,13,Fortuna Cologne,1. FC Kaiserslautern,3,3
1973/1974,13,Rot-Weiss Essen,MSV Duisburg,4,2
1973/1974,13,Wuppertaler SV,Eintracht Frankfurt,1,1
1973/1974,13,Borussia Mönchengladbach,VfL Bochum,2,0
1973/1974,14,MSV Duisburg,Hertha BSC,1,1
1973/1974,14,Hannover 96,SV Werder Bremen,0,1
1973/1974,14,Fortuna Düsseldorf,Kickers Offenbach,3,3
1973/1974,14,Hamburger SV,Borussia Mönchengladbach,1,0
1973/1974,14,Eintracht Frankfurt,FC Schalke 04,2,1
1973/1974,14,VfB Stuttgart,Fortuna Cologne,2,1
1973/1974,14,1. FC Kaiserslautern,Rot-Weiss Essen,0,0
1973/1974,14,1. FC Cologne,Wuppertaler SV,0,0
1973/1974,14,VfL Bochum,Bayern München,0,1
1973/1974,15,Rot-Weiss Essen,VfB Stuttgart,3,3
1973/1974,15,SV Werder Bremen,Eintracht Frankfurt,1,2
1973/1974,15,Bayern München,Hamburger SV,4,1
1973/1974,15,Fortuna Düsseldorf,Hannover 96,2,0
1973/1974,15,Kickers Offenbach,Borussia Mönchengladbach,2,3
1973/1974,15,FC Schalke 04,1. FC Cologne,2,2
1973/1974,15,Fortuna Cologne,VfL Bochum,2,2
1973/1974,15,Wuppertaler SV,MSV Duisburg,2,0
1973/1974,15,Hertha BSC,1. FC Kaiserslautern,3,1
1973/1974,16,MSV Duisburg,FC Schalke 04,2,0
1973/1974,16,Kickers Offenbach,Bayern München,2,2
1973/1974,16,1. FC Cologne,SV Werder Bremen,2,0
1973/1974,16,VfL Bochum,Rot-Weiss Essen,1,2
1973/1974,16,1. FC Kaiserslautern,Wuppertaler SV,4,0
1973/1974,16,VfB Stuttgart,Hertha BSC,2,0
1973/1974,16,Eintracht Frankfurt,Hannover 96,1,1
1973/1974,16,Hamburger SV,Fortuna Cologne,4,0
1973/1974,16,Borussia Mönchengladbach,Fortuna Düsseldorf,1,2
1973/1974,17,Hertha BSC,VfL Bochum,4,2
1973/1974,17,Hannover 96,1. FC Cologne,1,0
1973/1974,17,Fortuna Düsseldorf,Eintracht Frankfurt,1,0
1973/1974,17,Bayern München,Borussia Mönchengladbach,4,3
1973/1974,17,Fortuna Cologne,Kickers Offenbach,2,1
1973/1974,17,Rot-Weiss Essen,Hamburger SV,1,1
1973/1974,17,FC Schalke 04,1. FC Kaiserslautern,3,3
1973/1974,17,Wuppertaler SV,VfB Stuttgart,3,4
1973/1974,17,SV Werder Bremen,MSV Duisburg,1,2
1973/1974,18,Fortuna Düsseldorf,Bayern München,4,2
1973/1974,18,Hannover 96,MSV Duisburg,2,2
1973/1974,18,SV Werder Bremen,1. FC Kaiserslautern,3,1
1973/1974,18,Hertha BSC,Hamburger SV,2,1
1973/1974,18,Rot-Weiss Essen,Kickers Offenbach,1,2
1973/1974,18,FC Schalke 04,VfB Stuttgart,2,3
1973/1974,18,Wuppertaler SV,VfL Bochum,2,0
1973/1974,18,Eintracht Frankfurt,1. FC Cologne,2,1
1973/1974,18,Fortuna Cologne,Borussia Mönchengladbach,3,5
1973/1974,19,VfB Stuttgart,SV Werder Bremen,2,2
1973/1974,19,1. FC Kaiserslautern,Hannover 96,2,1
1973/1974,19,1. FC Cologne,Fortuna Düsseldorf,4,2
1973/1974,19,Hamburger SV,Wuppertaler SV,2,1
1973/1974,19,Kickers Offenbach,Hertha BSC,1,1
1973/1974,19,Borussia Mönchengladbach,Rot-Weiss Essen,2,2
1973/1974,19,Bayern München,Fortuna Cologne,5,1
1973/1974,19,VfL Bochum,FC Schalke 04,2,5
1973/1974,19,MSV Duisburg,Eintracht Frankfurt,1,1
1973/1974,20,Wuppertaler SV,Kickers Offenbach,1,1
1973/1974,20,SV Werder Bremen,VfL Bochum,1,0
1973/1974,20,FC Schalke 04,Hamburger SV,3,1
1973/1974,20,Hertha BSC,Borussia Mönchengladbach,3,4
1973/1974,20,Fortuna Düsseldorf,Fortuna Cologne,5,1
1973/1974,20,Hannover 96,VfB Stuttgart,3,0
1973/1974,20,1. FC Cologne,MSV Duisburg,5,1
1973/1974,20,Eintracht Frankfurt,1. FC Kaiserslautern,3,1
1973/1974,20,Rot-Weiss Essen,Bayern München,0,1
1973/1974,21,Kickers Offenbach,FC Schalke 04,1,2
1973/1974,21,Bayern München,Hertha BSC,3,1
1973/1974,21,Borussia Mönchengladbach,Wuppertaler SV,7,1
1973/1974,21,Fortuna Cologne,Rot-Weiss Essen,1,3
1973/1974,21,Hamburger SV,SV Werder Bremen,3,0
1973/1974,21,MSV Duisburg,Fortuna Düsseldorf,0,1
1973/1974,21,1. FC Kaiserslautern,1. FC Cologne,1,2
1973/1974,21,VfB Stuttgart,Eintracht Frankfurt,3,1
1973/1974,21,VfL Bochum,Hannover 96,3,1
1973/1974,22,Eintracht Frankfurt,VfL Bochum,3,1
1973/1974,22,SV Werder Bremen,Kickers Offenbach,0,2
1973/1974,22,MSV Duisburg,1. FC Kaiserslautern,2,1
1973/1974,22,FC Schalke 04,Borussia Mönchengladbach,2,0
1973/1974,22,1. FC Cologne,VfB Stuttgart,5,2
1973/1974,22,Hertha BSC,Fortuna Cologne,1,1
1973/1974,22,Fortuna Düsseldorf,Rot-Weiss Essen,3,0
1973/1974,22,Hannover 96,Hamburger SV,2,2
1973/1974,22,Wuppertaler SV,Bayern München,1,4
1973/1974,23,VfB Stuttgart,MSV Duisburg,0,1
1973/1974,23,Bayern München,FC Schalke 04,5,1
1973/1974,23,Rot-Weiss Essen,Hertha BSC,3,2
1973/1974,23,Borussia Mönchengladbach,SV Werder Bremen,3,1
1973/1974,23,Fortuna Cologne,Wuppertaler SV,2,1
1973/1974,23,VfL Bochum,1. FC Cologne,0,2
1973/1974,23,Hamburger SV,Eintracht Frankfurt,4,2
1973/1974,23,1. FC Kaiserslautern,Fortuna Düsseldorf,3,2
1973/1974,23,Kickers Offenbach,Hannover 96,2,1
1973/1974,24,1. FC Kaiserslautern,VfB Stuttgart,4,0
1973/1974,24,Fortuna Düsseldorf,Hertha BSC,1,1
1973/1974,24,Wuppertaler SV,Rot-Weiss Essen,2,0
1973/1974,24,SV Werder Bremen,Bayern München,1,1
1973/1974,24,Eintracht Frankfurt,Kickers Offenbach,2,2
1973/1974,24,Hannover 96,Borussia Mönchengladbach,0,2
1973/1974,24,FC Schalke 04,Fortuna Cologne,6,1
1973/1974,24,MSV Duisburg,VfL Bochum,0,0
1973/1974,24,1. FC Cologne,Hamburger SV,1,2
1973/1974,25,VfL Bochum,1. FC Kaiserslautern,2,2
1973/1974,25,Rot-Weiss Essen,FC Schalke 04,2,5
1973/1974,25,VfB Stuttgart,Fortuna Düsseldorf,0,0
1973/1974,25,Fortuna Cologne,SV Werder Bremen,1,3
1973/1974,25,Borussia Mönchengladbach,Eintracht Frankfurt,0,0
1973/1974,25,Bayern München,Hannover 96,5,1
1973/1974,25,Kickers Offenbach,1. FC Cologne,1,2
1973/1974,25,Hertha BSC,Wuppertaler SV,3,0
1973/1974,25,Hamburger SV,MSV Duisburg,2,0
1973/1974,26,1. FC Kaiserslautern,Hamburger SV,1,4
1973/1974,26,Fortuna Düsseldorf,Wuppertaler SV,2,0
1973/1974,26,SV Werder Bremen,Rot-Weiss Essen,1,1
1973/1974,26,1. FC Cologne,Borussia Mönchengladbach,0,1
1973/1974,26,VfB Stuttgart,VfL Bochum,2,0
1973/1974,26,FC Schalke 04,Hertha BSC,3,0
1973/1974,26,MSV Duisburg,Kickers Offenbach,4,0
1973/1974,26,Hannover 96,Fortuna Cologne,1,1
1973/1974,26,Eintracht Frankfurt,Bayern München,1,1
1973/1974,27,Rot-Weiss Essen,Hannover 96,1,1
1973/1974,27,Hertha BSC,SV Werder Bremen,0,0
1973/1974,27,Bayern München,1. FC Cologne,4,1
1973/1974,27,Kickers Offenbach,1. FC Kaiserslautern,2,3
1973/1974,27,Wuppertaler SV,FC Schalke 04,1,1
1973/1974,27,Borussia Mönchengladbach,MSV Duisburg,3,2
1973/1974,27,VfL Bochum,Fortuna Düsseldorf,3,3
1973/1974,27,Hamburger SV,VfB Stuttgart,1,0
1973/1974,27,Fortuna Cologne,Eintracht Frankfurt,3,2
1973/1974,28,Hannover 96,Hertha BSC,3,1
1973/1974,28,MSV Duisburg,Bayern München,0,4
1973/1974,28,VfL Bochum,Hamburger SV,2,0
1973/1974,28,VfB Stuttgart,Kickers Offenbach,4,0
1973/1974,28,1. FC Cologne,Fortuna Cologne,5,0
1973/1974,28,Fortuna Düsseldorf,FC Schalke 04,0,1
1973/1974,28,SV Werder Bremen,Wuppertaler SV,3,0
1973/1974,28,Eintracht Frankfurt,Rot-Weiss Essen,6,0
1973/1974,28,1. FC Kaiserslautern,Borussia Mönchengladbach,2,4
1973/1974,29,Rot-Weiss Essen,1. FC Cologne,1,1
1973/1974,29,Kickers Offenbach,VfL Bochum,2,2
1973/1974,29,Hamburger SV,Fortuna Düsseldorf,1,3
1973/1974,29,Bayern München,1. FC Kaiserslautern,1,1
1973/1974,29,Hertha BSC,Eintracht Frankfurt,2,1
1973/1974,29,FC Schalke 04,SV Werder Bremen,4,2
1973/1974,29,Borussia Mönchengladbach,VfB Stuttgart,3,1
1973/1974,29,Wuppertaler SV,Hannover 96,2,1
1973/1974,29,Fortuna Cologne,MSV Duisburg,3,0
1973/1974,30,Hannover 96,FC Schalke 04,0,1
1973/1974,30,1. FC Kaiserslautern,Fortuna Cologne,2,1
1973/1974,30,1. FC Cologne,Hertha BSC,3,4
1973/1974,30,VfL Bochum,Borussia Mönchengladbach,1,1
1973/1974,30,Fortuna Düsseldorf,SV Werder Bremen,1,1
1973/1974,30,Hamburger SV,Kickers Offenbach,0,0
1973/1974,30,VfB Stuttgart,Bayern München,1,1
1973/1974,30,MSV Duisburg,Rot-Weiss Essen,1,0
1973/1974,30,Eintracht Frankfurt,Wuppertaler SV,1,0
1973/1974,31,Hertha BSC,MSV Duisburg,2,4
1973/1974,31,FC Schalke 04,Eintracht Frankfurt,3,1
1973/1974,31,Fortuna Cologne,VfB Stuttgart,1,0
1973/1974,31,Borussia Mönchengladbach,Hamburger SV,6,1
1973/1974,31,Kickers Offenbach,Fortuna Düsseldorf,3,0
1973/1974,31,SV Werder Bremen,Hannover 96,3,3
1973/1974,31,Bayern München,VfL Bochum,4,0
1973/1974,31,Wuppertaler SV,1. FC Cologne,1,3
1973/1974,31,Rot-Weiss Essen,1. FC Kaiserslautern,3,3
1973/1974,32,Borussia Mönchengladbach,Kickers Offenbach,5,1
1973/1974,32,Eintracht Frankfurt,SV Werder Bremen,1,1
1973/1974,32,Hamburger SV,Bayern München,0,5
1973/1974,32,Hannover 96,Fortuna Düsseldorf,1,2
1973/1974,32,VfL Bochum,Fortuna Cologne,2,0
1973/1974,32,1. FC Kaiserslautern,Hertha BSC,3,1
1973/1974,32,MSV Duisburg,Wuppertaler SV,0,0
1973/1974,32,VfB Stuttgart,Rot-Weiss Essen,0,3
1973/1974,32,1. FC Cologne,FC Schalke 04,3,1
1973/1974,33,Hannover 96,Eintracht Frankfurt,0,0
1973/1974,33,FC Schalke 04,MSV Duisburg,0,1
1973/1974,33,Bayern München,Kickers Offenbach,1,0
1973/1974,33,SV Werder Bremen,1. FC Cologne,4,2
1973/1974,33,Fortuna Cologne,Hamburger SV,3,0
1973/1974,33,Rot-Weiss Essen,VfL Bochum,2,2
1973/1974,33,Wuppertaler SV,1. FC Kaiserslautern,2,4
1973/1974,33,Hertha BSC,VfB Stuttgart,1,0
1973/1974,33,Fortuna Düsseldorf,Borussia Mönchengladbach,1,0
1973/1974,34,Borussia Mönchengladbach,Bayern München,5,0
1973/1974,34,Eintracht Frankfurt,Fortuna Düsseldorf,2,1
1973/1974,34,Kickers Offenbach,Fortuna Cologne,4,0
1973/1974,34,MSV Duisburg,SV Werder Bremen,3,1
1973/1974,34,Hamburger SV,Rot-Weiss Essen,2,3
1973/1974,34,1. FC Kaiserslautern,FC Schalke 04,4,0
1973/1974,34,VfB Stuttgart,Wuppertaler SV,2,2
1973/1974,34,1. FC Cologne,Hannover 96,2,1
1973/1974,34,VfL Bochum,Hertha BSC,2,1
1974/1975,1,FC Schalke 04,1. FC Kaiserslautern,2,1
1974/1975,1,Wuppertaler SV,MSV Duisburg,1,4
1974/1975,1,Eintracht Braunschweig,Tennis Borussia Berlin,5,0
1974/1975,1,Hertha BSC,Fortuna Düsseldorf,3,3
1974/1975,1,VfB Stuttgart,VfL Bochum,1,0
1974/1975,1,Kickers Offenbach,Bayern München,6,0
1974/1975,1,Borussia Mönchengladbach,Hamburger SV,1,3
1974/1975,1,1. FC Cologne,Rot-Weiss Essen,0,1
1974/1975,1,SV Werder Bremen,Eintracht Frankfurt,0,3
1974/1975,2,1. FC Kaiserslautern,Eintracht Braunschweig,2,0
1974/1975,2,Bayern München,Hertha BSC,2,1
1974/1975,2,MSV Duisburg,FC Schalke 04,2,0
1974/1975,2,VfL Bochum,1. FC Cologne,3,2
1974/1975,2,Eintracht Frankfurt,Borussia Mönchengladbach,1,1
1974/1975,2,Rot-Weiss Essen,Wuppertaler SV,2,0
1974/1975,2,Fortuna Düsseldorf,VfB Stuttgart,4,0
1974/1975,2,Hamburger SV,Kickers Offenbach,1,0
1974/1975,2,Tennis Borussia Berlin,SV Werder Bremen,4,0
1974/1975,3,Eintracht Braunschweig,MSV Duisburg,4,1
1974/1975,3,1. FC Cologne,Fortuna Düsseldorf,2,2
1974/1975,3,Wuppertaler SV,VfL Bochum,1,1
1974/1975,3,VfB Stuttgart,Bayern München,1,2
1974/1975,3,Eintracht Frankfurt,Hamburger SV,1,3
1974/1975,3,FC Schalke 04,Rot-Weiss Essen,3,0
1974/1975,3,Hertha BSC,Kickers Offenbach,4,1
1974/1975,3,SV Werder Bremen,1. FC Kaiserslautern,3,1
1974/1975,3,Borussia Mönchengladbach,Tennis Borussia Berlin,3,1
1974/1975,4,1. FC Kaiserslautern,Borussia Mönchengladbach,1,3
1974/1975,4,MSV Duisburg,SV Werder Bremen,4,0
1974/1975,4,Hamburger SV,Hertha BSC,1,1
1974/1975,4,Tennis Borussia Berlin,Eintracht Frankfurt,1,4
1974/1975,4,Bayern München,1. FC Cologne,6,3
1974/1975,4,Rot-Weiss Essen,Eintracht Braunschweig,1,2
1974/1975,4,Fortuna Düsseldorf,Wuppertaler SV,2,0
1974/1975,4,VfL Bochum,FC Schalke 04,2,1
1974/1975,4,Kickers Offenbach,VfB Stuttgart,3,1
1974/1975,5,Tennis Borussia Berlin,Hamburger SV,0,3
1974/1975,5,Eintracht Frankfurt,1. FC Kaiserslautern,5,1
1974/1975,5,Borussia Mönchengladbach,MSV Duisburg,4,1
1974/1975,5,1. FC Cologne,Kickers Offenbach,0,1
1974/1975,5,SV Werder Bremen,Rot-Weiss Essen,0,0
1974/1975,5,Eintracht Braunschweig,VfL Bochum,2,0
1974/1975,5,FC Schalke 04,Fortuna Düsseldorf,3,0
1974/1975,5,Wuppertaler SV,Bayern München,3,1
1974/1975,5,VfB Stuttgart,Hertha BSC,1,2
1974/1975,6,Bayern München,FC Schalke 04,0,2
1974/1975,6,1. FC Kaiserslautern,Tennis Borussia Berlin,4,0
1974/1975,6,Kickers Offenbach,Wuppertaler SV,3,1
1974/1975,6,Hamburger SV,VfB Stuttgart,1,0
1974/1975,6,Fortuna Düsseldorf,Eintracht Braunschweig,2,2
1974/1975,6,VfL Bochum,SV Werder Bremen,3,1
1974/1975,6,Hertha BSC,1. FC Cologne,1,1
1974/1975,6,Rot-Weiss Essen,Borussia Mönchengladbach,1,3
1974/1975,6,MSV Duisburg,Eintracht Frankfurt,1,3
1974/1975,7,SV Werder Bremen,Fortuna Düsseldorf,0,0
1974/1975,7,1. FC Kaiserslautern,Hamburger SV,1,0
1974/1975,7,1. FC Cologne,VfB Stuttgart,4,2
1974/1975,7,Tennis Borussia Berlin,MSV Duisburg,2,3
1974/1975,7,Wuppertaler SV,Hertha BSC,0,0
1974/1975,7,Eintracht Frankfurt,Rot-Weiss Essen,9,1
1974/1975,7,FC Schalke 04,Kickers Offenbach,2,0
1974/1975,7,Borussia Mönchengladbach,VfL Bochum,3,0
1974/1975,7,Eintracht Braunschweig,Bayern München,3,1
1974/1975,8,MSV Duisburg,1. FC Kaiserslautern,3,2
1974/1975,8,Hertha BSC,FC Schalke 04,1,0
1974/1975,8,VfL Bochum,Eintracht Frankfurt,3,1
1974/1975,8,Bayern München,SV Werder Bremen,2,0
1974/1975,8,Fortuna Düsseldorf,Borussia Mönchengladbach,3,2
1974/1975,8,Hamburger SV,1. FC Cologne,3,1
1974/1975,8,VfB Stuttgart,Wuppertaler SV,5,1
1974/1975,8,Rot-Weiss Essen,Tennis Borussia Berlin,3,2
1974/1975,8,Kickers Offenbach,Eintracht Braunschweig,2,1
1974/1975,9,Eintracht Braunschweig,Hertha BSC,2,1
1974/1975,9,FC Schalke 04,VfB Stuttgart,2,0
1974/1975,9,Tennis Borussia Berlin,VfL Bochum,2,0
1974/1975,9,Wuppertaler SV,1. FC Cologne,1,4
1974/1975,9,Eintracht Frankfurt,Fortuna Düsseldorf,4,0
1974/1975,9,Borussia Mönchengladbach,Bayern München,1,2
1974/1975,9,SV Werder Bremen,Kickers Offenbach,3,6
1974/1975,9,MSV Duisburg,Hamburger SV,2,0
1974/1975,9,1. FC Kaiserslautern,Rot-Weiss Essen,2,0
1974/1975,10,Hertha BSC,SV Werder Bremen,2,0
1974/1975,10,Kickers Offenbach,Borussia Mönchengladbach,4,3
1974/1975,10,Hamburger SV,Wuppertaler SV,4,1
1974/1975,10,Rot-Weiss Essen,MSV Duisburg,3,0
1974/1975,10,Fortuna Düsseldorf,Tennis Borussia Berlin,3,2
1974/1975,10,1. FC Cologne,FC Schalke 04,4,2
1974/1975,10,VfB Stuttgart,Eintracht Braunschweig,0,0
1974/1975,10,Bayern München,Eintracht Frankfurt,2,1
1974/1975,10,VfL Bochum,1. FC Kaiserslautern,4,0
1974/1975,11,1. FC Kaiserslautern,Fortuna Düsseldorf,1,0
1974/1975,11,Rot-Weiss Essen,Hamburger SV,0,0
1974/1975,11,Borussia Mönchengladbach,Hertha BSC,1,1
1974/1975,11,Tennis Borussia Berlin,Bayern München,2,2
1974/1975,11,Eintracht Braunschweig,1. FC Cologne,1,4
1974/1975,11,FC Schalke 04,Wuppertaler SV,1,0
1974/1975,11,Eintracht Frankfurt,Kickers Offenbach,0,0
1974/1975,11,MSV Duisburg,VfL Bochum,3,1
1974/1975,11,SV Werder Bremen,VfB Stuttgart,5,2
1974/1975,12,VfL Bochum,Rot-Weiss Essen,2,2
1974/1975,12,Hertha BSC,Eintracht Frankfurt,2,1
1974/1975,12,Bayern München,1. FC Kaiserslautern,2,5
1974/1975,12,VfB Stuttgart,Borussia Mönchengladbach,1,2
1974/1975,12,Fortuna Düsseldorf,MSV Duisburg,1,1
1974/1975,12,Wuppertaler SV,Eintracht Braunschweig,0,1
1974/1975,12,1. FC Cologne,SV Werder Bremen,3,1
1974/1975,12,Hamburger SV,FC Schalke 04,1,1
1974/1975,12,Kickers Offenbach,Tennis Borussia Berlin,3,2
1974/1975,13,MSV Duisburg,Bayern München,2,1
1974/1975,13,SV Werder Bremen,Wuppertaler SV,2,1
1974/1975,13,Tennis Borussia Berlin,Hertha BSC,0,3
1974/1975,13,Borussia Mönchengladbach,1. FC Cologne,1,1
1974/1975,13,Eintracht Braunschweig,FC Schalke 04,1,0
1974/1975,13,VfL Bochum,Hamburger SV,4,2
1974/1975,13,Eintracht Frankfurt,VfB Stuttgart,5,5
1974/1975,13,1. FC Kaiserslautern,Kickers Offenbach,1,2
1974/1975,13,Rot-Weiss Essen,Fortuna Düsseldorf,1,2
1974/1975,14,VfB Stuttgart,Tennis Borussia Berlin,2,1
1974/1975,14,Kickers Offenbach,MSV Duisburg,3,3
1974/1975,14,Bayern München,Rot-Weiss Essen,2,2
1974/1975,14,Wuppertaler SV,Borussia Mönchengladbach,1,5
1974/1975,14,Fortuna Düsseldorf,VfL Bochum,0,1
1974/1975,14,1. FC Cologne,Eintracht Frankfurt,0,0
1974/1975,14,Hertha BSC,1. FC Kaiserslautern,2,1
1974/1975,14,Hamburger SV,Eintracht Braunschweig,0,0
